User-ID,ISBN,Book-Rating,title,author,image,download_link,pages,publisher,year,language,file,topic,feature,preferred_by
276751,033390804X,0,Learn Keras for Deep Neural Networks: A Fast-Track Approach to Modern Deep Learning with Python,Jojo John Moolayil,https://tse1.mm.bing.net/th?id=OIP.UZL-_bkNyzL4W_w4nn2dqAHaLO&pid=Api,https://1lib.in/dl/3640070/b087b5,182,Apress,2019,english,"PDF, 2.74 MB",Networks,Provides hands-on guidance to build neural networks using Keras and Python.,3
276760,8440682697,10,"Radio Frequency and Microwave Power Amplifiers, Volume 1: Principles, Device Modeling and Matching Networks",Andrei Grebennikov,https://tse1.mm.bing.net/th?id=OIP.PegLMFvgh0N0H3j-WmcsvwHaLH&pid=Api,https://1lib.in/dl/5259643/863a40,541,Institution of Engineering & Technology,2019,english,"PDF, 35.34 MB",Networks," covers principles, device modeling and matching networks, while volume 2 focuses specifically on efficiency and linearity enhancement techniques. ",1
277427,1563052377,0,RF and Microwave Engineering: Fundamentals of Wireless Communications,Frank Gustrau,https://tse3.mm.bing.net/th?id=OIP.aFHo59akIw3K8ngEN236TQAAAA&pid=Api,https://1lib.in/dl/2696805/053859,360,Wiley,2012,english,"PDF, 4.76 MB",Networks,Explains the fundamentals of RF and microwave engineering in wireless communications.,2
277427,1564142019,0,RF Circuit Design: Theory and Applications  ,Reinhold Ludwig,https://tse4.mm.bing.net/th?id=OIP.vLCWKCtDzyYse5owObDyrgHaJ8&pid=Api,https://1lib.in/dl/1166634/d00598,653,Prentice Hall,2000,english,"PDF, 17.87 MB",Networks,Focuses on security challenges and solutions for wireless ad hoc and sensor networks.,2
277457,3150087201,8,Security in Wireless Ad Hoc and Sensor Networks,Erdal Cayirci,https://tse1.mm.bing.net/th?id=OIP.47NJsceQDPIb_zEutp2AuwAAAA&pid=Api,https://1lib.in/dl/705821/4424b5,268,Wiley,2009,english,"PDF, 4.84 MB",Networks,Focuses on security challenges and solutions for wireless ad hoc and sensor networks.,2
194027,142004235,0,Wireless Ad Hoc and Sensor Networks,R. Jurdak,https://tse4.mm.bing.net/th?id=OIP.WfUEtruo4wgzCMxGLjQNnAHaLL&pid=Api,https://1lib.in/dl/637551/cf066c,270,Springer,2007,english,"PDF, 2.00 MB",Networks,Presents an in-depth study of wireless ad hoc and sensor network technologies.,2
276800,1119643098,0,5G NR: The Next Generation Wireless Access Technology,"Erik Dahlman, Stefan Parkvall, Johan Skold",https://tse4.mm.bing.net/th?id=OIP.2kX4IwBYdrAIpXTuU6byTQHaD4&pid=Api,https://1lib.in/dl/1119643098,496,Academic Press,2020,english,"PDF, 15.2 MB",Networks,"Covers the design principles of 5G NR, with in-depth discussions on wireless access and its technical implementations.",0
276801,135166306,0,Computer Networking: A Top-Down Approach,"James F. Kurose, Keith W. Ross",https://tse2.mm.bing.net/th?id=OIP.GvVtzR8hSS55R6DWdctEiQHaJN&pid=Api,https://1lib.in/dl/0135166306,864,Pearson,2021,english,"PDF, 45.8 MB",Networks,"An in-depth exploration of computer networking, using a layered approach with real-world examples and modern technologies.",3
276802,128147135,0,Wireless Communications and Networking,"Jon W. Mark, Weihua Zhuang",https://tse2.mm.bing.net/th?id=OIP.zAPA7-a9xRBBdmZzx2jRmQHaJw&pid=Api,https://1lib.in/dl/0128147135,600,Elsevier,2019,english,"PDF, 18.5 MB",Networks,"Explores the principles and techniques of wireless communications, with focus on network architectures and protocols.",3
276803,262538530,0,"Networks, Crowds, and Markets: Reasoning About a Highly Connected World","David Easley, Jon Kleinberg",https://tse2.mm.bing.net/th?id=OIP.fE0l-zqrcNsP4nmK1VmPlgHaLJ&pid=Api,https://1lib.in/dl/0262538530,744,MIT Press,2020,english,"PDF, 28.4 MB",Networks,"Analyzes the interplay of networks, markets, and human behavior using insights from computer science and economics.",0
276804,470741153,0,Fundamentals of Wireless Communication,"David Tse, Pramod Viswanath",https://tse2.mm.bing.net/th?id=OIP.OvUOAvE3IfXu3oBuDNQpdwHaJs&pid=Api,https://1lib.in/dl/0470741153,576,Cambridge University Press,2005,english,"PDF, 14.3 MB",Networks,"Covers the theoretical underpinnings of wireless communication, with practical examples and mathematical rigor.",3
276805,303067314X,0,Next-Generation Wireless Technologies,"Hrishikesh Venkataraman, Gabriel-Miro Muntean",https://tse2.mm.bing.net/th?id=OIP.YPryWgpj-c9jx1cwk_UbwQHaJI&pid=Api,https://1lib.in/dl/303067314X,450,Springer,2021,english,"PDF, 19.7 MB",Networks,"Focuses on cutting-edge developments in wireless technologies, including IoT, 5G, and beyond.",0
