User-ID,ISBN,Book-Rating,title,author,image,download_link,pages,publisher,year,language,file,topic,feature,preferred_by
276774,3442136644,9,Learning Geospatial Analysis with Python: An effective guide to geographic information system and remote sensing analysis using Python 3,Lawhead J.,https://5.imimg.com/data5/SELLER/Default/2023/9/345019380/QB/DD/WS/121408955/learning-geospatial-analysis-with-python-paperback-book-500x500.jpg,https://1lib.in/dl/3095682/047c91,280,Packt Publishing,2018,english,"PDF, 12.36 MB",Python,Guide for geospatial data analysis using Python tools.,3
276774,3492232000,0,"Learning Object-Oriented Programming: Explore and crack the OOP code in Python,Javascript and C#",Gaston C. Hillar,https://static01.helion.com.pl/global/okladki/vbig/e_3cds.jpg,https://1lib.in/dl/2736938/f35133,280,Packt Publishing,2015,english,"PDF, 2.92 MB",Python,Detailed introduction to OOP concepts in Python.,1
276780,8434811634,0,"Machine Learning Applications Using Python - Cases Studies from Healthcare, Retail, and Finance",Puneet Mathur,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAuzUx9_58BX3iXdVP6MaFuadOZrSXgA-jXA&s,https://1lib.in/dl/3642067/f7e192,379,Apress,2019,english,"PDF, 6.94 MB",Python,Machine learning techniques and implementations in Python.,2
276780,8484330478,7,Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,Chris Albon,"https://m.media-amazon.com/images/I/61JhQgL86KL._AC_UF1000,1000_QL80_.jpg",https://1lib.in/dl/3606405/804d6c,366,O’Reilly Media,2018,english,"PDF, 4.59 MB",Python,Hands-on recipes for implementing ML algorithms in Python.,2
276780,8484332039,7,"Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7, 2nd Edition",Lott,"https://m.media-amazon.com/images/I/81y3lq6aiXL._UF1000,1000_QL80_.jpg",https://1lib.in/dl/10981928/07bc0c,770,Packt Publishing,2019,english,"EPUB, 4.29 MB",Python,Deep dive into OOP and its practical uses in Python.,2
276786,8423314901,0,Numerical Methods in Engineering with Python 3,Jaan Kiusalaas,"https://m.media-amazon.com/images/I/6132eDWq9jL._AC_UF1000,1000_QL80_.jpg",https://1lib.in/dl/444943/499ca1,433,Cambridge University Press,2005,english,"PDF, 1.78 MB",Python,Covers numerical analysis and computational methods in Python.,2
276786,842333533X,0,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Jaan Kiusalaas,https://rukminim2.flixcart.com/image/850/1000/k3ahbww0/book/2/4/8/practical-deep-learning-for-cloud-mobile-and-edge-real-world-ai-original-imafmg5rcjsnwehj.jpeg?q=90&crop=false,https://1lib.in/dl/462425/4aa042,433,Cambridge University Press,2010,english,"PDF, 7.06 MB",Python,Deep learning techniques for modern hardware and Python.,0
276786,8427911769,0,"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",Jaan Kiusalaas,https://static01.helion.com.pl/global/okladki/vbig/e_40m4.jpg,https://1lib.in/dl/2373245/e14c47,432,Cambridge University Press,2013,english,"PDF, 2.29 MB",Python,IoT project development using Python programming.,3
276786,8433914456,0,"Practical Quantum Computing for Developers: Programming Quantum Rigs in the Cloud using Python, Quantum Assembly Language and IBM QExperience",Anirudh Koul,https://media.springernature.com/full/springer-static/cover-hires/book/978-1-4842-4218-6,https://1lib.in/dl/5417428/d5248d,620,O'Reilly Media,2019,english,"PDF, 26.33 MB",Python,Introduction to quantum computing concepts and Python programming.,3
276786,8437606322,8,"Pro Python System Administration - Learn to manage and monitor your network, web servers, and databases with Python",Anirudh Koul,https://media.springernature.com/w153/springer-static/cover/book/978-1-4302-2606-2.jpg,https://1lib.in/dl/5417428/d5248d,620,O'Reilly Media,2019,english,"PDF, 26.33 MB",Python,Guide to Python-based system administration tools.,0
276786,8445072919,0,Python Artificial Intelligence Projects for Beginners - Get up and running with 8 smart and exciting AI applications,Gary Smart,"https://m.media-amazon.com/images/I/81IoNx2n-bL._UF1000,1000_QL80_.jpg",https://1lib.in/dl/11015436/26c38e,516,Packt Publishing,2020,english,"PDF, 28.37 MB",Python,AI project ideas and implementations for Python enthusiasts.,3
276786,8466300821,6,"Python Deep Learning: Exploring deep learning techniques, neural network architectures and GANs with PyTorch, Keras and TensorFlow",Vladimir Silva,"https://m.media-amazon.com/images/I/71bCE-g-49L._UF1000,1000_QL80_.jpg",https://1lib.in/dl/3642069/90c3f9,346,Apress,2019,english,"PDF, 10.87 MB",Python,Introduction to TensorFlow and PyTorch using Python.,0
276786,847765011X,0,Python for Programmers: with Introductory AI Case Studies,Sileika R.,https://images-na.ssl-images-amazon.com/images/P/9353947987.01.LZZZZZZZ.jpg,https://1lib.in/dl/2998376/075b4d,346,Apress,2019,english,"PDF, 7.08 MB",Python,Introductory AI concepts for experienced Python developers.,0
276786,8478442588,6,Python Network Programming Cookbook: Practical solutions to overcome real-world networking challenges,Joshua Eckroth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1540756478i/42514757.jpg,https://1lib.in/dl/3618466/ef7b60,162,Packt Publishing,2018,english,"PDF, 16.12 MB",Python,Hands-on network programming examples in Python.,2
276786,8495368099,0,Python programming for Arduino: develop practical Internet of things prototypes and applications with Arduino and Python,Joshua Eckroth,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzP3trk9xOgpKB89KFag0GBjyevL4q_i8YHg&s,https://1lib.in/dl/3618466/eb4a35,162,Packt Publishing,2018,english,"PDF, 16.12 MB",Python,Combines Python and Arduino for real-world projects.,2
276762,3453185323,0,Creating Apps in Kivy: Mobile with Python,Dusty Phillips,"https://m.media-amazon.com/images/I/31JemlENrmL._AC_UF1000,1000_QL80_.jpg",https://1lib.in/dl/2733794/30ecbe,140,O'Reilly Media,2014,english,"PDF, 8.24 MB",Python,Guide for building mobile apps using Kivy framework.,1
276762,3517017442,0,Deep Learning for Computer Vision with Python,Adrian Rosebrock,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNG221Jzooiy4tGBhv8MVUdRW6d8TMweX7JA&s,https://1lib.in/dl/3559375/052e22,332,PyImageSearch,2017,english,"PDF, 26.44 MB",Python,Focuses on deep learning techniques for image processing.,3
276772,3499230933,10,Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas C. Müller,https://m.media-amazon.com/images/I/71lez2sTN2L.jpg,https://1lib.in/dl/2600143/dadc5a,392,O’Reilly Media,2016,english,"PDF, 31.62 MB",Python,Comprehensive ML concepts for Python programmers.,1
276786,2864322102,6,Modeling and simulation in Python,Allen B. Downey,https://m.media-amazon.com/images/I/71M2Q+9hZGL.jpg,https://1lib.in/dl/3427579/aaa18e,205,Green Tea Press,2017,english,"PDF, 5.42 MB",Python,Introduction to simulation modeling using Python.,0
276786,8402065945,0,Numerical Methods in Engineering with Python,Jaan Kiusalaas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQar9_9NbDn80pXRztucO7hrVm5OyGsm3Yucg&s,https://1lib.in/dl/462425/6bcbc9,433,Cambridge University Press,2010,english,"PDF, 7.06 MB",Python,Covers numerical analysis and computational methods in Python.,3
